[18:28:30.4974] cted! Chip ID: 0xA0 
[18:28:30.4996] BNO055 initialized successfully! 
[18:28:30.5010] roll,pitch,yaw,qw,qx,qy,qz,accx,accy,accz,gyrox,gyroy,gyroz,svm,state,z_v,lever_offx,lever_offy 
-7.81,-55.69,286.00,0.7049,0.3240,0.3407,0.5311,-1.32,8.32,5.41,0.44,-1.25,0.00,10.01,1,1.00,0.1649,-0.0190
-7.81,-55.69,285.94,0.7050,0.3236,0.3407,0.5312,-1.46,8.03,5.49,-0.06,0.88,-0.31,9.84,1,1.00,0.1648,-0.0189
-7.88,-55.62,286.06,0.7053,0.3234,0.3409,0.5308,-1.30,8.09,5.41,-0.69,-0.62,-2.81,9.82,1,1.00,0.1648,-0.0189
-8.00,-55.62,286.12,0.7057,0.3226,0.3419,0.5301,-1.42,8.12,5.43,0.06,1.94,-1.12,9.87,1,1.00,0.1649,-0.0186
-8.06,-55.69,286.12,0.7057,0.3226,0.3420,0.5302,-1.59,8.07,5.50,0.69,0.06,-0.38,9.89,1,1.00,0.1649,-0.0185
-8.06,-55.69,286.12,0.7057,0.3226,0.3420,0.5300,-1.50,8.22,5.48,-0.44,1.25,-0.88,9.99,1,1.00,0.1649,-0.0186
-8.06,-55.62,286.19,0.7059,0.3224,0.3420,0.5299,-1.27,8.11,5.39,0.38,0.00,-0.38,9.82,1,1.00,0.1649,-0.0185
-8.12,-55.69,286.19,0.7058,0.3223,0.3423,0.5299,-1.50,8.11,5.47,-0.06,0.19,-1.25,9.90,1,1.00,0.1650,-0.0184
-8.12,-55.69,286.25,0.7062,0.3223,0.3423,0.5294,-1.12,7.97,5.38,0.81,0.06,-0.44,9.68,1,1.00,0.1649,-0.0186
-8.19,-55.69,286.19,0.7058,0.3218,0.3430,0.5297,-1.64,8.02,5.46,-1.00,-0.19,1.25,9.84,1,1.00,0.1650,-0.0182
-8.12,-55.69,286.19,0.7058,0.3222,0.3426,0.5297,-1.30,8.22,5.47,-0.94,1.06,0.31,9.96,1,1.00,0.1650,-0.0184
-8.19,-55.56,286.12,0.7060,0.3210,0.3425,0.5303,-1.51,7.88,5.44,-0.69,-0.38,0.31,9.69,1,1.00,0.1648,-0.0180
-8.19,-55.62,286.12,0.7058,0.3215,0.3425,0.5302,-1.42,8.22,5.46,0.31,0.44,0.31,9.97,1,1.00,0.1649,-0.0181
-8.12,-55.62,286.12,0.7056,0.3218,0.3425,0.5305,-1.52,8.28,5.46,1.00,0.44,0.12,10.03,1,1.00,0.1649,-0.0181
-8.12,-55.62,286.12,0.7057,0.3218,0.3424,0.5302,-1.41,8.30,5.48,0.69,0.81,-1.81,10.05,1,1.00,0.1649,-0.0182
-8.25,-55.62,286.25,0.7064,0.3215,0.3429,0.5293,-1.61,8.22,5.46,0.81,0.38,-2.62,10.00,1,1.00,0.1649,-0.0182
-8.25,-55.62,286.31,0.7064,0.3215,0.3430,0.5291,-1.40,8.24,5.49,0.38,1.44,-1.12,10.00,1,1.00,0.1650,-0.0182
-8.25,-55.62,286.25,0.7062,0.3215,0.3428,0.5295,-1.50,8.00,5.40,0.62,-1.19,1.56,9.77,1,1.00,0.1649,-0.0182
-8.25,-55.62,286.19,0.7061,0.3214,0.3428,0.5297,-1.50,8.00,5.46,-0.50,1.50,-0.31,9.80,1,1.00,0.1649,-0.0181
-8.25,-55.62,286.25,0.7063,0.3215,0.3427,0.5295,-1.41,8.10,5.39,-0.19,-2.25,1.44,9.83,1,1.00,0.1649,-0.0182
-8.19,-55.62,286.25,0.7064,0.3216,0.3425,0.5295,-1.41,8.11,5.44,-0.50,1.56,-1.12,9.87,1,1.00,0.1649,-0.0183
-8.25,-55.62,286.25,0.7064,0.3214,0.3428,0.5295,-1.59,8.08,5.43,0.19,-0.56,-0.38,9.86,1,1.00,0.1649,-0.0182
-8.19,-55.56,286.25,0.7065,0.3215,0.3423,0.5294,-1.39,8.13,5.47,-0.62,0.75,-0.31,9.90,1,1.00,0.1648,-0.0184
-8.19,-55.56,286.25,0.7063,0.3215,0.3422,0.5297,-1.37,8.05,5.42,-0.75,-0.69,0.44,9.80,1,1.00,0.1648,-0.0183
-8.19,-55.56,286.25,0.7064,0.3214,0.3422,0.5297,-1.36,8.08,5.41,-1.00,0.06,-0.19,9.82,1,1.00,0.1648,-0.0183
-8.19,-55.56,286.25,0.7064,0.3214,0.3423,0.5297,-1.44,8.12,5.44,-0.06,0.12,-0.75,9.88,1,1.00,0.1648,-0.0183
-8.19,-55.56,286.25,0.7064,0.3215,0.3422,0.5297,-1.29,8.16,5.44,0.44,0.12,1.19,9.89,1,1.00,0.1648,-0.0183
-8.25,-55.56,286.25,0.7066,0.3209,0.3427,0.5295,-1.46,8.20,5.40,-0.62,0.81,-3.00,9.93,1,1.00,0.1648,-0.0181
-8.38,-55.56,286.38,0.7070,0.3206,0.3428,0.5290,-1.48,7.99,5.38,0.06,-0.69,-1.06,9.75,1,1.00,0.1648,-0.0181
-8.38,-55.56,286.38,0.7069,0.3206,0.3432,0.5289,-1.46,8.07,5.45,-0.25,0.94,-0.25,9.85,1,1.00,0.1649,-0.0181
-8.38,-55.56,286.38,0.7069,0.3206,0.3431,0.5289,-1.39,8.13,5.40,0.31,-0.50,0.50,9.86,1,1.00,0.1648,-0.0181
-8.44,-55.62,286.31,0.7066,0.3204,0.3439,0.5290,-1.67,8.17,5.44,-0.12,1.06,-0.31,9.96,1,1.00,0.1650,-0.0178
-8.38,-55.56,286.31,0.7067,0.3204,0.3435,0.5291,-1.21,8.08,5.38,1.25,0.12,0.69,9.78,1,1.00,0.1649,-0.0179
-8.50,-55.56,286.31,0.7067,0.3199,0.3440,0.5291,-1.59,7.98,5.45,-0.69,-1.12,-0.19,9.79,1,1.00,0.1649,-0.0176
-8.44,-55.62,286.31,0.7066,0.3201,0.3440,0.5291,-1.32,8.12,5.39,-0.25,2.69,-0.12,9.84,1,1.00,0.1650,-0.0177
-8.44,-55.56,286.31,0.7065,0.3199,0.3441,0.5292,-1.65,8.01,5.45,-0.62,-1.38,-0.19,9.83,1,1.00,0.1650,-0.0176
-8.44,-55.62,286.31,0.7064,0.3201,0.3441,0.5292,-1.48,8.30,5.43,-0.25,1.38,0.69,10.03,1,1.00,0.1650,-0.0176
-8.50,-55.62,286.31,0.7064,0.3198,0.3444,0.5292,-1.54,8.17,5.38,0.56,-0.12,0.19,9.90,1,1.00,0.1650,-0.0174
-8.50,-55.62,286.25,0.7063,0.3198,0.3446,0.5293,-1.58,8.23,5.41,-0.12,0.94,-1.31,9.97,1,1.00,0.1651,-0.0174
-8.44,-55.56,286.25,0.7064,0.3200,0.3440,0.5294,-1.28,8.17,5.48,-0.38,-0.38,1.06,9.92,1,1.00,0.1650,-0.0176
-8.62,-55.56,286.31,0.7066,0.3188,0.3450,0.5291,-1.64,8.06,5.40,-0.44,1.75,-4.56,9.84,1,1.00,0.1650,-0.0171
-8.75,-55.62,286.44,0.7069,0.3187,0.3460,0.5283,-1.26,8.27,5.38,1.50,-0.06,2.56,9.95,1,1.00,0.1652,-0.0170
-8.81,-55.62,286.38,0.7066,0.3180,0.3466,0.5287,-1.68,8.07,5.41,-0.44,0.00,0.44,9.86,1,1.00,0.1652,-0.0166
-8.69,-55.69,286.31,0.7061,0.3189,0.3464,0.5288,-1.34,8.18,5.40,1.56,1.56,-0.69,9.89,1,1.00,0.1653,-0.0168
-8.75,-55.69,286.31,0.7061,0.3187,0.3466,0.5290,-1.62,8.08,5.42,-1.81,-0.88,0.31,9.86,1,1.00,0.1653,-0.0167
-8.69,-55.69,286.25,0.7061,0.3188,0.3462,0.5292,-1.46,8.08,5.40,0.56,1.38,-1.12,9.83,1,1.00,0.1653,-0.0168
-8.81,-55.69,286.31,0.7061,0.3182,0.3470,0.5289,-1.57,8.12,5.41,-1.06,-0.81,-0.62,9.88,1,1.00,0.1653,-0.0165
-8.69,-55.69,286.25,0.7059,0.3187,0.3467,0.5292,-1.42,8.16,5.43,0.19,1.06,0.56,9.90,1,1.00,0.1654,-0.0166
-8.75,-55.75,286.25,0.7056,0.3188,0.3471,0.5292,-1.49,8.11,5.39,0.69,-0.31,-0.62,9.85,1,1.00,0.1655,-0.0165
-8.69,-55.75,286.25,0.7055,0.3191,0.3471,0.5291,-1.46,8.19,5.41,-1.25,0.62,-0.62,9.92,1,1.00,0.1655,-0.0166
-8.75,-55.81,286.25,0.7056,0.3190,0.3475,0.5288,-1.50,8.22,5.33,0.75,-1.38,-0.69,9.91,1,1.00,0.1655,-0.0165
-8.75,-55.81,286.25,0.7054,0.3189,0.3474,0.5292,-1.49,8.15,5.46,-1.50,1.69,0.25,9.92,1,1.00,0.1655,-0.0165
-8.69,-55.75,286.19,0.7056,0.3188,0.3469,0.5293,-1.23,8.17,5.32,0.31,-1.94,0.25,9.83,1,1.00,0.1654,-0.0165
-8.88,-55.75,286.31,0.7059,0.3180,0.3478,0.5287,-1.64,7.87,5.39,-1.62,1.62,-2.19,9.68,1,1.00,0.1655,-0.0162
-8.81,-55.75,286.31,0.7058,0.3185,0.3476,0.5287,-1.46,7.95,5.44,0.38,-0.25,1.56,9.74,1,1.00,0.1655,-0.0164
-8.88,-55.81,286.31,0.7058,0.3186,0.3482,0.5283,-1.66,8.06,5.44,-0.25,-0.31,-1.12,9.86,1,1.00,0.1656,-0.0164
-8.94,-55.81,286.44,0.7062,0.3185,0.3483,0.5278,-1.44,8.14,5.41,0.00,0.44,-0.06,9.88,1,1.00,0.1656,-0.0164
-9.00,-55.88,286.44,0.7061,0.3182,0.3490,0.5276,-1.91,7.96,5.43,-0.44,-0.38,-1.69,9.82,1,1.00,0.1657,-0.0162
-9.00,-55.88,286.44,0.7061,0.3186,0.3488,0.5275,-1.63,8.17,5.39,-0.62,1.12,-0.44,9.92,1,1.00,0.1657,-0.0164
-9.06,-55.88,286.56,0.7065,0.3181,0.3492,0.5269,-1.67,8.11,5.39,0.69,-1.06,0.31,9.88,1,1.00,0.1658,-0.0163
-9.12,-55.88,286.50,0.7063,0.3179,0.3499,0.5270,-1.81,8.16,5.46,-0.75,1.69,-0.81,9.98,1,1.00,0.1659,-0.0160
-9.00,-55.88,286.50,0.7063,0.3186,0.3490,0.5271,-1.36,8.14,5.34,0.75,-1.31,0.38,9.83,1,1.00,0.1658,-0.0164
-9.12,-55.88,286.50,0.7062,0.3179,0.3499,0.5271,-1.75,8.22,5.41,0.19,0.88,-0.31,9.99,1,1.00,0.1659,-0.0160
-9.06,-55.88,286.50,0.7064,0.3182,0.3492,0.5271,-1.39,8.13,5.37,0.56,-1.81,1.25,9.84,1,1.00,0.1658,-0.0163
-9.12,-55.88,286.56,0.7065,0.3179,0.3497,0.5269,-1.67,8.09,5.41,-0.31,0.94,-2.31,9.87,1,1.00,0.1658,-0.0162
-9.12,-55.88,286.62,0.7068,0.3179,0.3495,0.5265,-1.40,8.05,5.38,-0.50,0.44,0.62,9.78,1,1.00,0.1658,-0.0163
-9.19,-55.88,286.62,0.7068,0.3176,0.3501,0.5263,-1.68,8.18,5.40,-0.06,-0.19,-1.06,9.94,1,1.00,0.1658,-0.0161
-9.19,-55.88,286.62,0.7067,0.3177,0.3500,0.5264,-1.58,8.27,5.41,0.88,0.88,0.62,10.01,1,1.00,0.1658,-0.0161
-9.19,-55.88,286.56,0.7067,0.3176,0.3499,0.5266,-1.64,8.13,5.38,0.31,-0.06,-1.50,9.89,1,1.00,0.1658,-0.0161
-9.19,-55.88,286.62,0.7068,0.3174,0.3500,0.5264,-1.54,8.01,5.34,0.19,0.75,-0.19,9.75,1,1.00,0.1658,-0.0160
-9.19,-55.81,286.56,0.7068,0.3173,0.3500,0.5266,-1.57,8.10,5.35,-0.94,-0.56,0.38,9.83,1,1.00,0.1658,-0.0160
-9.19,-55.81,286.56,0.7067,0.3173,0.3499,0.5268,-1.54,8.12,5.39,0.19,0.50,-0.25,9.87,1,1.00,0.1658,-0.0160
-9.12,-55.81,286.50,0.7066,0.3174,0.3495,0.5271,-1.53,8.09,5.39,-0.62,-1.00,1.88,9.84,1,1.00,0.1657,-0.0160
-9.00,-55.81,286.44,0.7064,0.3180,0.3488,0.5276,-1.70,8.10,5.38,-0.88,-0.81,0.88,9.87,1,1.00,0.1656,-0.0162
-8.50,-55.88,286.31,0.7056,0.3212,0.3455,0.5287,-1.18,8.32,5.35,2.56,-11.19,10.69,9.96,1,1.00,0.1655,-0.0176
-8.19,-55.88,286.12,0.7047,0.3232,0.3439,0.5297,-1.57,8.14,5.42,-2.00,2.31,-1.00,9.90,1,1.00,0.1654,-0.0182
-7.94,-55.88,286.00,0.7043,0.3246,0.3421,0.5305,-1.54,7.91,5.38,-0.12,-4.50,4.06,9.69,1,1.00,0.1653,-0.0189
-7.94,-55.81,286.12,0.7052,0.3237,0.3422,0.5299,-1.45,8.08,5.34,-0.75,2.81,-4.25,9.79,1,1.00,0.1651,-0.0188
-7.94,-55.88,286.12,0.7051,0.3243,0.3422,0.5297,-1.20,8.21,5.40,0.81,-1.50,1.75,9.90,1,1.00,0.1652,-0.0190
-8.00,-55.81,286.12,0.7051,0.3239,0.3424,0.5298,-1.48,8.12,5.35,-0.62,0.50,-0.44,9.84,1,1.00,0.1652,-0.0188
-8.06,-55.88,286.06,0.7047,0.3237,0.3433,0.5298,-1.34,8.43,5.35,0.62,2.69,-1.69,10.07,1,1.00,0.1654,-0.0185
-8.19,-55.88,286.12,0.7049,0.3225,0.3441,0.5298,-1.50,8.00,5.49,-0.31,-0.38,1.00,9.82,1,1.00,0.1654,-0.0180
-8.25,-55.88,286.12,0.7049,0.3226,0.3444,0.5296,-1.48,8.16,5.37,-1.44,0.81,-1.00,9.88,1,1.00,0.1654,-0.0180
-8.19,-55.88,286.12,0.7048,0.3228,0.3443,0.5295,-1.27,8.17,5.41,1.38,-0.81,1.62,9.88,1,1.00,0.1654,-0.0181
-8.25,-55.88,286.12,0.7048,0.3226,0.3444,0.5297,-1.38,8.09,5.36,-0.50,0.06,0.56,9.80,1,1.00,0.1654,-0.0180
-8.19,-55.94,286.06,0.7044,0.3231,0.3442,0.5300,-1.44,8.15,5.35,-0.31,-1.00,2.00,9.85,1,1.00,0.1655,-0.0181
-8.19,-55.88,286.06,0.7045,0.3228,0.3445,0.5298,-1.37,8.22,5.44,0.06,0.56,-1.25,9.95,1,1.00,0.1655,-0.0179
-8.19,-55.94,286.06,0.7043,0.3229,0.3445,0.5301,-1.35,8.12,5.38,0.62,2.31,-0.94,9.83,1,1.00,0.1655,-0.0179
-8.12,-55.88,286.06,0.7044,0.3232,0.3439,0.5302,-1.22,8.12,5.40,-0.56,-1.56,1.31,9.83,1,1.00,0.1654,-0.0181
-8.25,-55.88,286.12,0.7047,0.3224,0.3447,0.5297,-1.54,8.12,5.40,-0.50,1.00,-3.25,9.87,1,1.00,0.1655,-0.0178
-8.38,-55.88,286.25,0.7053,0.3220,0.3450,0.5289,-1.38,8.00,5.33,-0.25,0.19,-1.06,9.71,1,1.00,0.1655,-0.0179
-8.38,-55.94,286.19,0.7050,0.3223,0.3455,0.5289,-1.48,8.08,5.44,-0.19,1.62,0.50,9.85,1,1.00,0.1656,-0.0178
-8.44,-55.94,286.19,0.7048,0.3219,0.3459,0.5291,-1.56,8.14,5.40,-0.44,2.00,-1.88,9.89,1,1.00,0.1657,-0.0175
-8.38,-55.94,286.12,0.7047,0.3221,0.3458,0.5292,-1.59,8.21,5.39,0.69,-0.75,0.12,9.95,1,1.00,0.1657,-0.0176
-8.38,-55.94,286.19,0.7048,0.3220,0.3457,0.5292,-1.53,8.08,5.43,-0.94,0.31,-1.62,9.85,1,1.00,0.1656,-0.0176
-8.38,-55.94,286.19,0.7050,0.3220,0.3456,0.5291,-1.45,8.15,5.40,-0.25,0.69,0.31,9.88,1,1.00,0.1656,-0.0177
-8.31,-55.94,286.12,0.7047,0.3225,0.3451,0.5295,-1.45,8.14,5.36,0.38,-1.44,1.12,9.85,1,1.00,0.1656,-0.0178
-8.38,-55.94,286.12,0.7048,0.3217,0.3459,0.5292,-1.40,8.04,5.37,-0.31,1.31,-2.00,9.77,1,1.00,0.1656,-0.0175
-8.38,-55.94,286.19,0.7049,0.3218,0.3456,0.5292,-1.42,8.07,5.41,-0.75,0.06,-1.31,9.82,1,1.00,0.1656,-0.0176
-8.44,-55.94,286.19,0.7048,0.3217,0.3463,0.5291,-1.63,8.19,5.41,0.06,0.94,-0.06,9.95,1,1.00,0.1657,-0.0174
-8.44,-55.94,286.19,0.7048,0.3217,0.3461,0.5291,-1.45,8.13,5.40,-0.50,0.44,-0.25,9.87,1,1.00,0.1656,-0.0174
-8.50,-55.94,286.19,0.7048,0.3215,0.3463,0.5292,-1.55,8.01,5.41,0.12,0.56,0.50,9.79,1,1.00,0.1657,-0.0173
-8.44,-55.94,286.19,0.7050,0.3217,0.3463,0.5288,-1.38,8.25,5.35,-0.12,-1.19,-1.00,9.93,1,1.00,0.1657,-0.0175
-8.62,-56.00,286.31,0.7052,0.3212,0.3475,0.5280,-1.54,8.23,5.38,2.00,2.31,-2.31,9.95,1,1.00,0.1659,-0.0172
-8.75,-55.94,286.38,0.7055,0.3205,0.3477,0.5279,-1.61,7.96,5.32,-3.19,-1.31,-0.25,9.71,1,1.00,0.1658,-0.0170
-8.62,-55.94,286.25,0.7051,0.3209,0.3472,0.5285,-1.51,8.17,5.38,0.88,0.88,1.44,9.90,1,1.00,0.1658,-0.0171
-8.56,-55.94,286.25,0.7050,0.3211,0.3470,0.5287,-1.35,8.02,5.39,-0.06,-1.19,0.19,9.76,1,1.00,0.1658,-0.0172
-8.62,-56.00,286.19,0.7046,0.3211,0.3476,0.5287,-1.68,8.04,5.43,-0.19,2.44,-1.25,9.85,1,1.00,0.1659,-0.0170
-8.56,-55.94,286.19,0.7047,0.3210,0.3470,0.5291,-1.27,8.21,5.34,-0.19,0.00,1.44,9.88,1,1.00,0.1658,-0.0171
-8.56,-55.94,286.19,0.7048,0.3208,0.3470,0.5291,-1.67,8.07,5.38,-0.06,-0.31,-0.81,9.84,1,1.00,0.1657,-0.0170
-8.50,-56.00,286.19,0.7047,0.3215,0.3468,0.5289,-1.24,8.42,5.43,0.81,1.19,-0.62,10.10,1,1.00,0.1658,-0.0173
-8.56,-55.94,286.19,0.7048,0.3207,0.3469,0.5292,-1.64,7.92,5.43,-0.94,-1.00,0.12,9.74,1,1.00,0.1657,-0.0170
-8.56,-55.94,286.19,0.7048,0.3211,0.3467,0.5291,-1.41,8.17,5.32,1.31,1.44,-0.94,9.85,1,1.00,0.1657,-0.0172
-8.62,-55.94,286.19,0.7050,0.3205,0.3472,0.5289,-1.69,8.11,5.44,-0.62,-0.12,-0.81,9.91,1,1.00,0.1657,-0.0169
-8.62,-55.94,286.25,0.7053,0.3205,0.3472,0.5285,-1.44,8.21,5.43,0.44,1.94,-3.12,9.95,1,1.00,0.1657,-0.0170
-8.75,-55.88,286.31,0.7056,0.3199,0.3475,0.5281,-1.53,8.01,5.39,-1.25,-0.44,-0.69,9.78,1,1.00,0.1657,-0.0169
-8.75,-55.94,286.31,0.7054,0.3200,0.3477,0.5283,-1.53,8.03,5.35,0.75,0.94,0.62,9.77,1,1.00,0.1657,-0.0168
-8.75,-55.94,286.31,0.7054,0.3201,0.3478,0.5282,-1.50,8.11,5.44,-1.19,-0.25,-0.38,9.88,1,1.00,0.1658,-0.0168
-8.75,-55.88,286.31,0.7053,0.3198,0.3477,0.5284,-1.60,8.24,5.39,0.38,0.00,-0.94,9.98,1,1.00,0.1657,-0.0167
-8.75,-55.88,286.31,0.7056,0.3199,0.3477,0.5281,-1.39,8.02,5.40,0.31,-0.06,-1.50,9.77,1,1.00,0.1657,-0.0168
-8.75,-55.88,286.31,0.7056,0.3198,0.3477,0.5282,-1.47,8.08,5.38,-1.00,-0.44,1.06,9.82,1,1.00,0.1657,-0.0168
-8.81,-55.94,286.38,0.7058,0.3196,0.3481,0.5277,-1.33,8.17,5.35,0.69,0.88,-0.62,9.86,1,1.00,0.1657,-0.0167
-8.88,-55.88,286.38,0.7057,0.3192,0.3483,0.5280,-1.58,8.08,5.41,-0.75,-1.38,1.88,9.85,1,1.00,0.1657,-0.0165
-8.81,-55.88,286.38,0.7058,0.3196,0.3481,0.5278,-1.38,8.19,5.34,1.25,0.38,0.31,9.87,1,1.00,0.1657,-0.0167
-8.81,-55.88,286.38,0.7057,0.3194,0.3480,0.5281,-1.69,8.14,5.47,-1.00,0.00,0.06,9.95,1,1.00,0.1657,-0.0167
-8.88,-55.88,286.44,0.7061,0.3192,0.3483,0.5275,-1.34,8.32,5.30,0.69,1.44,-2.19,9.96,1,1.00,0.1657,-0.0166
-9.00,-55.81,286.56,0.7066,0.3185,0.3485,0.5270,-1.48,8.11,5.35,-0.31,-2.12,0.44,9.83,1,1.00,0.1657,-0.0166
-9.06,-55.88,286.50,0.7064,0.3185,0.3492,0.5270,-1.76,8.14,5.44,1.19,2.69,-2.06,9.95,1,1.00,0.1658,-0.0164
-9.06,-55.88,286.56,0.7067,0.3186,0.3489,0.5267,-1.24,8.11,5.31,0.31,-1.12,2.06,9.77,1,1.00,0.1658,-0.0165
-9.00,-55.88,286.50,0.7062,0.3185,0.3490,0.5273,-1.85,7.93,5.36,-1.00,0.81,-0.44,9.75,1,1.00,0.1658,-0.0164
-9.00,-55.88,286.50,0.7063,0.3186,0.3488,0.5272,-1.39,8.18,5.36,-0.06,-0.06,0.69,9.88,1,1.00,0.1657,-0.0165
-9.00,-55.88,286.50,0.7064,0.3186,0.3487,0.5271,-1.51,8.18,5.41,-0.06,-1.25,-0.56,9.92,1,1.00,0.1657,-0.0165
-9.06,-55.88,286.50,0.7064,0.3182,0.3491,0.5272,-1.66,8.17,5.41,-0.62,2.25,-0.50,9.94,1,1.00,0.1657,-0.0163
-9.00,-55.81,286.50,0.7064,0.3186,0.3485,0.5273,-1.41,8.01,5.34,-0.56,-2.25,1.25,9.73,1,1.00,0.1657,-0.0165
-9.06,-55.81,286.50,0.7063,0.3181,0.3491,0.5273,-1.70,8.11,5.43,-0.62,1.81,-1.62,9.91,1,1.00,0.1657,-0.0162
-9.06,-55.81,286.50,0.7066,0.3181,0.3488,0.5271,-1.34,8.10,5.37,0.31,-0.06,0.19,9.81,1,1.00,0.1657,-0.0164
-9.06,-55.81,286.50,0.7065,0.3178,0.3491,0.5272,-1.75,8.17,5.38,-0.12,-0.19,-0.31,9.94,1,1.00,0.1657,-0.0162
-9.06,-55.81,286.56,0.7066,0.3179,0.3492,0.5270,-1.39,8.17,5.37,0.75,1.56,-0.81,9.88,1,1.00,0.1657,-0.0162
-9.19,-55.81,286.56,0.7069,0.3174,0.3495,0.5267,-1.61,8.15,5.37,-0.62,-1.25,-0.44,9.89,1,1.00,0.1657,-0.0161
-9.19,-55.81,286.62,0.7070,0.3173,0.3496,0.5265,-1.52,8.28,5.44,1.06,1.19,-0.69,10.02,1,1.00,0.1657,-0.0161
-9.19,-55.81,286.62,0.7070,0.3174,0.3495,0.5265,-1.73,8.16,5.39,-0.31,-0.81,-0.69,9.93,1,1.00,0.1657,-0.0161
-9.12,-55.81,286.56,0.7068,0.3176,0.3495,0.5267,-1.61,8.25,5.42,0.75,2.81,-1.56,10.00,1,1.00,0.1657,-0.0162
-9.19,-55.81,286.62,0.7068,0.3174,0.3497,0.5266,-1.71,8.13,5.37,0.50,-2.31,0.00,9.89,1,1.00,0.1657,-0.0161
-9.19,-55.81,286.56,0.7068,0.3173,0.3497,0.5267,-1.71,8.04,5.40,-1.00,2.50,-1.31,9.83,1,1.00,0.1657,-0.0160
-9.12,-55.81,286.56,0.7068,0.3177,0.3492,0.5269,-1.32,8.19,5.30,0.88,-1.00,1.19,9.84,1,1.00,0.1657,-0.0162
-9.19,-55.81,286.56,0.7068,0.3171,0.3497,0.5269,-1.90,8.12,5.36,-0.88,-0.62,0.62,9.91,1,1.00,0.1657,-0.0160
-9.12,-55.81,286.56,0.7067,0.3177,0.3492,0.5270,-1.41,8.23,5.39,-0.06,-0.12,1.06,9.94,1,1.00,0.1657,-0.0162
-9.19,-55.81,286.56,0.7073,0.3168,0.3499,0.5262,-1.33,6.13,5.59,-0.88,-0.19,-1.94,8.40,1,1.00,0.1657,-0.0160
-10.12,-56.19,287.44,0.7091,0.3156,0.3560,0.5204,-1.98,9.51,5.28,7.50,6.06,-10.50,11.06,1,1.00,0.1667,-0.0154
-10.00,-56.06,287.31,0.7090,0.3154,0.3550,0.5214,-1.26,7.92,5.23,0.69,-4.00,2.50,9.57,1,1.00,0.1665,-0.0154
-10.00,-56.06,287.25,0.7088,0.3148,0.3549,0.5221,-2.22,7.80,5.34,-3.38,0.94,-0.69,9.71,1,1.00,0.1664,-0.0151
-9.94,-55.94,287.25,0.7092,0.3153,0.3538,0.5220,-1.24,8.14,5.28,0.12,-3.50,4.00,9.78,1,1.00,0.1662,-0.0156
-9.94,-56.00,287.19,0.7089,0.3151,0.3541,0.5224,-1.77,8.13,5.34,-0.19,-0.56,1.12,9.89,1,1.00,0.1662,-0.0153
-9.69,-55.94,287.06,0.7086,0.3163,0.3526,0.5231,-1.69,8.07,5.32,-0.69,0.31,0.50,9.81,1,1.00,0.1661,-0.0159
-9.50,-55.94,286.94,0.7080,0.3171,0.3517,0.5240,-1.68,8.11,5.37,-0.62,-1.75,2.50,9.87,1,1.00,0.1661,-0.0161
-9.31,-55.94,286.94,0.7081,0.3178,0.3503,0.5244,-1.53,8.15,5.27,-1.81,0.00,-0.31,9.83,1,1.00,0.1659,-0.0165
-9.31,-55.88,286.88,0.7079,0.3179,0.3500,0.5247,-1.56,8.20,5.33,1.12,-2.81,3.06,9.90,1,1.00,0.1658,-0.0166
-9.12,-55.94,286.81,0.7076,0.3190,0.3492,0.5250,-1.47,8.16,5.35,2.00,-1.81,1.88,9.87,1,1.00,0.1658,-0.0170
-9.06,-55.88,286.81,0.7076,0.3189,0.3488,0.5253,-1.63,8.03,5.46,-3.25,-1.62,1.88,9.85,1,1.00,0.1657,-0.0170
-9.19,-55.81,286.88,0.7083,0.3181,0.3489,0.5247,-1.92,8.23,5.26,-7.69,-1.94,4.88,9.95,1,1.00,0.1656,-0.0169
-8.81,-55.81,286.81,0.7079,0.3207,0.3463,0.5255,-0.87,8.05,5.04,0.38,-8.25,7.62,9.54,1,1.00,0.1655,-0.0180
-8.62,-55.88,286.50,0.7065,0.3211,0.3456,0.5275,-1.46,7.83,5.43,-3.19,0.25,4.25,9.64,1,1.00,0.1654,-0.0178
-8.44,-55.75,286.44,0.7068,0.3216,0.3442,0.5277,-1.46,8.05,5.24,-1.12,-3.44,0.12,9.72,1,1.00,0.1652,-0.0183
-8.50,-55.75,286.56,0.7073,0.3215,0.3442,0.5272,-1.36,7.99,5.43,-0.25,1.06,-0.56,9.76,1,1.00,0.1652,-0.0184
-8.38,-55.81,286.44,0.7064,0.3224,0.3441,0.5279,-1.53,8.39,5.42,1.50,0.44,1.00,10.10,1,1.00,0.1653,-0.0184
-8.38,-55.88,286.44,0.7062,0.3224,0.3447,0.5277,-1.72,8.81,5.47,0.94,-1.56,0.44,10.51,1,1.00,0.1654,-0.0183
-8.12,-55.75,286.31,0.7064,0.3230,0.3422,0.5287,-1.74,8.32,5.44,-2.25,-3.31,1.69,10.09,1,1.00,0.1650,-0.0189
-7.81,-55.50,286.50,0.7081,0.3247,0.3378,0.5283,-1.52,7.94,5.37,-0.31,-10.31,3.75,9.71,1,1.00,0.1643,-0.0206
-6.88,-55.25,286.00,0.7067,0.3275,0.3315,0.5324,-1.19,7.72,5.47,-7.19,-8.00,17.50,9.54,1,1.00,0.1634,-0.0220
-6.62,-55.19,286.00,0.7068,0.3286,0.3297,0.5327,-1.14,8.72,5.44,0.50,-1.25,0.06,10.34,1,1.00,0.1632,-0.0227
